,Unnamed: 0,Company_name,Date,Analyst,Analyst_bank,Question,Executive_Name,Executive_position,Answer,Analytics_order,Analytics_question_order,Exec_answer_order
4451,23,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Alicia Yap , Barclays Capital,"I see. And then my second question, very quickly, is on recently there were some comments that you laid off some sales ground employees. So, what exactly happened there? Is that true? And if that's so, are you actually moving more sales and marketing campaigns through online channel with the shift of the online booking that is happening? And is there any plan for you to actually cut down your call center employee as well?",Jenny Wu, Deputy CFO,And just I'll add. We noticed that there's a lot of false comments in the news about how we handled the layoff and that we care and appreciate our employees very much which [inaudible] being our corporate culture. We help most of our affected employees to relocate to other departments internally based on their talent and experience. And we also make the decent compensation to our affected employees which are totally lawful and considerate way.,9.0,4.0,2.0
4452,24,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Alicia Yap , Barclays Capital,"I see. Can I just quickly follow-up on the call center employees? So, given more and more bookings shifting online, do you have any plans to be more efficient on that line?",Jane Sun, COO,"Yeah. Call center is still a very important part of our business. The growth on the call center volume still grows very strongly. So, yeah, the volume -- our hiring still matches our growth in volume.",9.0,5.0,1.0
4453,25,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Alicia Yap , Barclays Capital,"I see. Can I just quickly follow-up on the call center employees? So, given more and more bookings shifting online, do you have any plans to be more efficient on that line?",Min Fan, President and CEO,"Yeah. And also I think for call center, still in the market, there are still some people that are very, you know, very easy to use call center, very -- they would like to choose offline service. So for this part of the customers, Ctrip definitely is the number one and the best service company in the market. So that's why we're still having our call center service, is the, you know, one of our core competence to attract our target customers.",9.0,5.0,2.0
4454,26,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Alicia Yap , Barclays Capital,"I see. Can I just quickly follow-up on the call center employees? So, given more and more bookings shifting online, do you have any plans to be more efficient on that line?",Jane Sun, COO,And also the customers who are using call center are very high-end users based on our study. So we'll provide the best service for them.,9.0,5.0,3.0
4455,27,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Eddie Leung , Merrill Lynch,"Hi, good morning. Thank you for taking my questions. I basically have two questions. The first one is a follow-up questions on your hotel couponing program. Could you give us an update on the hotel partnership as well as the customer redemption rate? Are we seeing stabilization and uptrend or a downtrend?",Jane Sun, COO,"Yes, Eddie. Trend is stabilizing, so we're monitoring the change very carefully. But so far as we discussed, our guidance has reflected the hotel couponing is stabilizing.",10.0,1.0,1.0
4456,28,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Eddie Leung , Merrill Lynch,"Got it. And then my second question is also a follow-up question on your strategy on air ticketing side. It's pretty interesting to hear that you guys are focusing on market share gain. So we understand that Ctrip already being number in the business, although I agree that your market share could be a bit small. But putting it that way, are we anticipating any change in the commission structure of the airlines which would put a bigger focus on the market share of the distributors?",Jane Sun, COO,"So far commission is stabilizing, so we do not see any changes.",10.0,2.0,1.0
4457,29,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Fawne Jiang , Brean Murray,"Good morning. Thank you for taking my questions. First one is actually a quick follow-up on the air couponing program. Just wonder, what's the official timing of launching the program? Secondly, regarding the coupon program, I guess will customer who has coupon or gained coupon through their hotel booking, will that, I guess, will that coupon be applied to your air program or is air coupon program will be very separate from your hotel coupon program?",Jane Sun, COO,"Sure. First of all, timing, I think we're still designing and completing the program, but very much likely to be after the Chinese New Year when the market slows down. Secondly, in terms of the cross-selling, yeah, definitely I think we take into consideration of the comprehensiveness of our product. So we will use all our strengths in different products to make sure the coupon program will generate the best return for our overall revenue, not only air ticket but also hotel, but also package tour. So when we design it, we'll use many smart ways to design our coupon program.",11.0,1.0,1.0
4458,30,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Fawne Jiang , Brean Murray,"Got it. Thanks, Jane. Second question is actually regarding your margin. I do understand we're probably early in the year and there are still a lot of moving parts. But just wonder, compared with your 2012, out of the major lines that have impacted your margin 2012, where we may potentially see some step-up on the cost side or where we may potentially see some leverage or saving? Just some color around that in terms of like marketing direction, that'll be very helpful.",Jane Sun, COO,"I think as we discussed, Q1 margin guidance has taken into consideration everything we can see so far. And when we move forward into Q2 and Q3 as the business has been evolving, we'll have better visibility and we'll give you more detailed margin guidance at that time.",11.0,2.0,1.0
4459,31,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Wendy Huang , CIMB,"Thank you. First I have a follow-up on the air ticketing coupon's impact. Historically you've provided a very detailed quantitative analysis on the hotel coupon's impact on the margin side and how you will recognize those impacts. I just wonder, by the time that we have full quarter impact from the air coupon program, how will that recognition be different from the hotel coupon program and also how will the margin impact on the gross level and operating level? Thank you.",Jane Sun, COO,"So in terms of accounting, the treatment will be similar to hotel coupon. In terms of the impact, in terms of dollar amount, again as we discussed before, Q1 number is already included in our guidance. And going forward, Q2 and Q3, we need to wait until we get a bit better visibility and give you a very detailed guidance as we always do going forward. So we need to get more visibility before we can give you a more detailed guidance on the margin.",12.0,1.0,1.0
4460,32,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Wendy Huang , CIMB,"Okay. Second question is, among the third-party air ticketing booking platforms, who do you consider as the major competitors? I don’t really think eLong is a major competitor in this arena right now. So, who are those guys? Thank you.",Jane Sun, COO,"I think the market is so fragmented, I think Ctrip is focused on our own strategy. There are many players who can always grow. But in terms of competitive advantage, because Ctrip not only has air ticketing business, also have hotel and package tour, I think as the user getting onto Ctrip's platform, we'll enable them to do one-stop shopping plus a very high quality of the service, plus the reliability of the pricing and product. So overall we believe, if we keep up with our strong execution, we have very good advantage to leap forward. But obviously the market grows so fast, I think all the players will enjoy their growth.",12.0,2.0,1.0
4461,33,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Wendy Huang , CIMB,"Right. Actually, Jane, I'm just referring to the third-party air ticketing booking platform, since you have more than 10% volume share in the total air ticketing market, I just wonder, among the third-party guys, is any of them actually taking maybe 2% to 5% volume share based on your observation?",Jane Sun, COO,"Because we -- in terms of the OTA market, there are only two companies who are publicly listed, so this information is readily available, everyone can read it. All the other companies' information, you know, we don't have official data, so probably you know as well as we do for the official numbers.",12.0,3.0,1.0
4462,34,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Wendy Huang , CIMB,"Okay. Finally, I remember that three years ago when you just started to expand into the lower-end hotel and low-tier cities, you set up Starway Hotel alliances. However, I noticed last year you actually sold a majority stake of that company to [Hanqing]. So I just wonder, what has changed in your expansion into the lower-end hotels that has made you to -- sold a company that you [shed out] from the beginning to affiliated company? Thank you.",Min Fan, President and CEO,"Yeah. For Starway Alliance, in fact it's a kind of a marketing alliance association organization and it's mainly operating within the -- along the three-star hotels, this kind of level. And since Ctrip will have many things to handle and we are focused very much on our core business, so we spinning off this company and we hope we can focus more on our main stream business line. But for the budget hotel side and also for the middle scale hotel side, for 2012 the hotel booking volume from these product lines will see very healthy growth and also very strong growth. So that means for the year path we have very good strategy on this field. Yeah.",12.0,4.0,1.0
4463,35,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Tian Hao , T.H. Capital,"Yeah, I have two questions. The first one is about your share account on the fully diluted basis, I saw some increase from Q3 to Q4 level, and would you please elaborate the detail changes, where the gain is, where the decrease comes from? So that would be very helpful for me.",Jenny Wu, Deputy CFO,"There's two parts. First one, we purchased back shares aggressively, so it decreased the share count by roughly 3 million. And on the other hand, in fourth quarter -- in late third quarter we issued a CB, and the underlying shares associated with CB is about 9.3 million. And based on the GAAP requirement, it should be treated as converted basis. So this 9.3 million shares, ADR should be left into the calculation of liability ADRs. And so this will imply about a 6% to 7% of dilution. And as of the 4Q, we have about 145 million ADR and I think we can use that like the baseline for 1Q and 2013.",13.0,1.0,1.0
4464,36,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Tian Hao , T.H. Capital,"Okay, that's very helpful. The second question is still really, you know, I tried to get some clarification for air ticketing rebate program, so I really want to understand how that work. I saw a lot of, you know, rebate program attached to your flight information on your website, a lot of them. So, are you saying, even though there are a lot of attached rebate, you're not actually using it in Q1? So if you start to use it, how are you going to -- how it's going to, you know, volume and the revenue still the same growth? I really can't get that math right and I need some help on that front.",Jane Sun, COO,"Sure. As you have seen in the hotel coupon program, when we issued a coupon, volume will have a pick-up. So, volume will increase quite large, which will be partially offset by the decrease on the per hotel commission basis. So the impact on the revenue is a dynamic formula which takes into consideration the increase of the volume and decrease on the per room night income. So we are hoping when we render coupon, we set our priority to take market share. On the other hand, I think we will also carefully design the program so that the revenue gets the best return, our overall revenue portfolio.",13.0,2.0,1.0
4465,37,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Tian Hao , T.H. Capital,"So that is for the air ticketing, so if you book one ticket, for example, if it's a RMB1,000 ticket, you get RMB40 in commission, then your rebate program, like RMB80 to RMB110, so you actually have a net loss. So, how could you at the end the volume growth is still in line with your revenue growth in -- not hotel, in the airline front?",Jane Sun, COO,"So again we are still designing our program. Of course when the final program comes out, the end-result has taken into consideration of the revenue growth so that we don't have a negative revenue.",13.0,3.0,1.0
4466,38,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Tian Hao , T.H. Capital,Sure.,Jane Sun, COO,"But on the other hand, we also need to achieve our goal to gain market share. So the program is still being designed and we will take into consideration of the two dynamic parts to make sure the return for each dollar we spend is maximized.",13.0,4.0,1.0
4467,39,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Muzhi Li , Citigroup,"Hi. Thank you for taking my questions. Sorry about my throat, I have -- under fever today. I would like to follow up on the share-based compensation impact for the laying off of the extra capacity of workers. The share-based compensation in the future quarters will be less or unchanged in terms of the total number of -- or I'm sorry, total percentage of revenues? Thank you.",Jane Sun, COO,"Share-based compensation has two elements. One is the number of the shares we grant. The second one is valuation of the shares. The number of the shares is locked every year. So it's a steady number we can control and we control it very tightly. However, the price and also volatility of the stock will impact the valuation of the stock compensation. That number we cannot control. So for your modeling purposes, I think a consistent number with 2012 is a reasonable estimate. But, you know, nobody can control the price, there will be some fluctuation.",14.0,1.0,1.0
4468,40,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Muzhi Li , Citigroup,"I see. Thank you very much. And secondly, I would like to ask more about the air ticket coupon things, because even though that the air coupon program will not be available until after Chinese New Year, I already see some instant price cut that's available among the major cities like Beijing, Shanghai, Guangzhou. So, would you kindly share some data to show how these instant price cuts improve the air ticket volumes or your market share gains? That would be very helpful. Thank you.",Jane Sun, COO,"Sure. Yeah, you're very observant, we do have instant cuts for certain routes, and that's our test run. I think the test run obviously is successful, which enable us to launch air ticketing coupon program. So the impact on the financials for these instant cuts is already reflected in our announced results.",14.0,2.0,1.0
4469,41,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Muzhi Li , Citigroup,"Thank you. But again, similar question from the previous analyst, is if you increase the volume because of these coupon -- oh, sorry, because of these instant price cuts and those instance price cuts offering a bigger volume -- bigger amount than the commission you get, then it is sadly negative revenues. So, how does it improve the total -- maintain the same level of revenue growth? Thank you.",Jane Sun, COO,"Yeah. I think we designed the program so that overall the revenue growth will be maximized. So from route to route, the amount of the rebate and the frequency the rebate is offered may be adjusted based on the market, so that the return on our overall revenue growth will be maximized.",14.0,3.0,1.0
4470,42,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Muzhi Li , Citigroup,"I see. Thank you. Forgive me, one last question. I want to congratulate you for the very great result about the mobile internet and the booking. Ten percent is a big number. Is the 10% included in the more than 50% of booking online?",Jane Sun, COO,Yes.,14.0,4.0,1.0
4471,43,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Muzhi Li , Citigroup,"I see. Thank you. Forgive me, one last question. I want to congratulate you for the very great result about the mobile internet and the booking. Ten percent is a big number. Is the 10% included in the more than 50% of booking online?",Min Fan, President and CEO,"Yes, yes.",14.0,4.0,2.0
4472,44,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Muzhi Li , Citigroup,"Okay. In that case, I'm seeing that the offline booking is gradually decreasing in terms of -- as a percentage. So, isn't that affecting the -- either the top line growth as well as the margin because I think the one big advantage is the offline call center is they actually help to upsell the high margin and the high commission product versus the offline, that people can see like anything they would like to, not in the interest of Ctrip?",Jane Sun, COO,"I think if you compare the two platforms, you're right, the call center customer is more high-end, so on a per call basis, probably it generates a little bit higher revenue, which will be offset by a little bit more cost in the labor. On the online platform, on a per booking perspective, it might be a little bit lower, but again the labor involved is a little bit less. So if you compare it net-net margin basis, both platform is generating similar margin.",14.0,5.0,1.0
4473,45,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Ida Yu , CICC,"Hi, good morning, everyone. Thank you for taking my questions. I just got one follow-up question on air ticket rebating program. So, how is the company going to allocate your capital resources in some of these new promotional programs? And how much downside you're going to see on -- in the margin side going through 2013?",Jane Sun, COO,"Again, I think we have already provided the Q1 guidance. That guidance has taken into consideration of the margin impact and the revenue impact for the air ticketing coupon for Q1. As we move to Q2 and beyond when we have better visibility, we'll provide a more detailed guidance going forward.",15.0,1.0,1.0
4474,46,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Ida Yu , CICC,"So, how about this company resources allocation, so, are you going to increase the pool that you previously mentioned about this promotional program or are you going to stay in the same pool so that you cut apart from the hotel couponing program?",Jane Sun, COO,"Yes. Again, the -- depending on the market reaction, if it's very efficient, then I think obviously we'll increase it. If it's proven to be not efficient, then no matter what program you're in, it's not helping. So it's very much we will monitor the market reaction and adjust our program in order to achieve the maximum return.",15.0,2.0,1.0
4475,47,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Ida Yu , CICC,"So, how about this company resources allocation, so, are you going to increase the pool that you previously mentioned about this promotional program or are you going to stay in the same pool so that you cut apart from the hotel couponing program?",Jenny Wu, Deputy CFO,"For hotel part, we will continue to have this pricing matching strategy.",15.0,2.0,2.0
4476,48,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Ida Yu , CICC,"Okay. So, how does this hotel coupon program extend into 2013? Is it going to continue or -- sorry.",Jane Sun, COO,"Yeah, stabilizing. Stabilizing. And we are monitoring the situation on 24-hour basis everyday.",15.0,3.0,1.0
4477,49,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","January 31, 2013 8:00 p.m. EST",Fawne Jiang , Brean Murray,"Just one quick follow-up actually on your share repurchase program, just wonder, like out of your last tranche which is around 300 million program, I just wonder how much cash is left. And also for your CB, whether the money you've raised have all applied in 4Q, and what's the commitment on the share repurchase from here?",Jenny Wu, Deputy CFO,"So far we announced this three tranche of the share buyback plan. Together the [quota] is about USD50 million plus USD100 million plus USD300 million, which is USD450 million. And we already purchased back about 300 million, so we still have roughly 150 million left from the previous [quota]. And when we announced the issue of CB, the primary usage is for share buyback, and we have -- we committed up to 150 million from that. So together we still have around [USD250 million] under our commitment for the future share buyback.",16.0,1.0,1.0
28,0,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",David Jin , Goldman Sachs,"Hi. Good morning, management. Thank you for taking my question. My first question is regarding your long-term GMV projection. Thanks, James, for the color on RMB1.2 trillion to RMB1.4 trillion by 2020. So my concern, number one, is the GMV including Qunar and eLong, and secondly, can we know the mix from both segments or breakdown across air, hotel and packaged tour, and also the mix between domestic and outbound, in terms of long-term outlook? Then I will have quick follow-up. Thank you.",Cindy Wang, CFO,"Yes. Thanks, David. The GMV including the -- our consolidated financial statement of the companies, of the invested companies, and in terms of the GMV in different product segments, still the transportation ticketing accounts for the majority of the total GMV.",1.0,1.0,1.0
29,1,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",David Jin , Goldman Sachs,"And would you mind projecting a mix of outbound and domestic, if possible? Thank you.",Cindy Wang, CFO,"Yeah. Now the outbound travel still accounts for comparatively small portion of the total GMV, but the outbound, total outbound portion grow much faster than the domestic part. So through the year 2020 we do expect a significant portion of the GMV contributed by our outbound travel business.",1.0,2.0,1.0
30,2,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",David Jin , Goldman Sachs,"Thank you, Cindy. My follow-up question is regarding your packaged tour business, because Jane also just mentioned on the call that you just had a transaction with YouTour and also it seems that you have been restructuring your packaged tour business ever since second half last year. So, can we understand more of your long-term outlook of this business from both revenue and margin outlook, and also your strategies in terms of your mix of in-house offerings and open platform offerings? Thank you very much.",Jane Sun, Co - President and COO,"Sure. The packaged tour business is growing very well. We opened up our platform, not only providing the tours that we packaged ourselves but also open to all suppliers to make sure our coverage, pricing and time to market is the best in the market. So, right now, probably half of them are self-made and half of them are from our suppliers. And going forward, for the popular travel destinations, we will continuously to strengthen our product offerings by giving different options to our customers. So for the first-time travelers, they prefer to go with a group. And young travelers, they prefer to do self-tour package. We also innovated product, which is called Family Package, so you can customize your product to your family needs. And that business also is growing very fast. So that's the forecast. And this packaged tour is very unique because Ctrip already has the hotel customers as well as the air ticketing customers. So when they go abroad, naturally they will use Ctrip's outbound business packaged tour to make it easy for young families and for their groups. So we are very positive for this business. In terms of margin, the margin should be in-between hotel and air tickets, because it's a combination of hotel and air.",1.0,3.0,1.0
31,3,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Vivian Hao , JPMorgan,"Hi. Thank you for taking my question. I have a couple of quick questions more regarding the near-term outlook for Ctrip. First of all, if it's possible, can you provide us the core organic Ctrip volume growth outlook for both air and hotel for Q1? And the second question is regarding more on the airline ticketing side. So, given the recent dispute between airline and also Qunar, do you see any need for a strategic realignment given the situation recovery is industry-wide for OTA? Further, on the outbound long-haul segment for air ticketing side, what is our plan to take market share given the increasing competition from airline direct sales? Thank you.",Cindy Wang, CFO,"Sure, Vivian. Ctrip's goal is to continuously gain more market share by achieving very healthy and sustainable CAGR rate at about -- at around 30% from now to the year 2020, just as Jane said. By then we will have a total GMV of around RMB1.2 trillion to RMB1.4 trillion. And in terms of the organic, because Ctrip do share some inventory with our invested companies, so it will be very difficult for us to provide a separate guidance on Ctrip alone revenue forecast. And for the air ticketing business, Ctrip will work together with airlines, and we share the same vision that we need to provide the most reliable product to our customers. And empowered by Ctrip's best [ph] technology among the industry as well as the scale, Ctrip has the ability to provide the highest service standard and the most comprehensive product offering to our customers, and at the same time to control our distribution costs within a very reasonable range among all the industry players. Therefore, we believe Ctrip actually created value to our customers, our partners, including airlines, and ultimately we will create value for the whole air distribution industry over the long run. For the international air ticket, international air ticket always is the key growth driver for Ctrip's transportation ticketing and product line. And the international air ticket has the highest industry growth rate. And Ctrip has the best product offering in the air ticket international, especially international air ticket product offering. So, Ctrip is now in the best position to capture the highest growth rate with our mid to high-end customer base. Thank you.",2.0,1.0,1.0
32,4,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Binnie Wong , Merrill Lynch,"Hi, management. Thank you for taking my question. So my question is on the pro forma basis. If we look at the consolidation of the two companies, does that imply a pro forma growth of about 40%? Is that growth trend comparing to 2015 we see in Ctrip and your sister company? This seems to be a little bit slower. Is that because of re-factoring of the macro impact? Or how should we look at this? Also, can you just share with us on the -- your growth outlook, the mix, like the growth on your key core business segments? Thank you.",Cindy Wang, CFO,"Sure, Binnie. Yeah, just as I said, the sustainable and healthy CAGR rate from our -- to the year 2020 to achieve our goal will be around 30%. I think the guidance pretty much in line, we believe we are on the right track to achieve our long-term growth. In terms of the revenue guidance in -- for the different product lines. For the accommodation reservation revenues, we expect to grow 70% to 80% year-over-year revenue growth. And the transportation service will grow about 100% to 110% year over year. And the packaged tour will have a very healthy growth at about 40% to 50% year on year.",3.0,1.0,1.0
33,5,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Binnie Wong , Merrill Lynch,"Okay. Thank you. And then I have a second follow-up, just on your margins trend in 2016. In your opening remarks you have mentioned a few times about that the pricing competition is getting more rationalized. And then also balanced with your investment in product developments and also in our new baby, the baby tigers, how should we think about for the margin trend this year? Thank you.",Cindy Wang, CFO,"Yes. In addition to the more aggressively to continuously gaining our market share, we will improve our profitability to bring our non-GAAP operating margin back to the 20% to 30% level, which is the mid to long-term forecast of our margins.",3.0,2.0,1.0
34,6,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Dick Wei , Credit Suisse,"Hi, good morning. Thanks for taking my questions. But first question is on baby tiger initiative. I wonder if you can share with us what is the revenue and profitability contribution outlook for this year. Thanks.",James Liang, Chairman and CEO,"Okay. Yeah, we actually -- we call them a new business unit and not all of them are so-called baby tigers because some of the baby tigers are growing -- so, grown-up, so they are becoming young tigers. We don't call them tigers, we call them new businesses. Some of them actually, you know, not doing very well, I mean that's expected. Some will survive, some will become really big, and some will just die. And so, some -- so we are having to be very successful in some, some of them redirect their effort to become new initiatives. So I can't -- so we don't call them a group because they, you know, this is just a transition, so, some will become really big, some will become redirected through new other initiatives. So we still have these -- every year we still have new incubative new projects. And currently it's a creative distraction [ph] process and it's ongoing.",4.0,1.0,1.0
35,7,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Dick Wei , Credit Suisse,"Great. And maybe if I can follow up, for sales marketing maybe expenses this year. What is the strategy difference between maybe last year and this year? Like, what are some of the key areas of spending into 2016 different from the landscape? Thanks.",Jane Sun, Co - President and COO,"Sales marketing, we will still use ROI as our benchmark to deploy our resources. So, obviously, the higher ROI area will get the most of the investments. But every year we carefully look at the available channel and we do AB [ph] testing for the channel to make sure whether every dollar we spend in the sales marketing channel will generate the best return for us. So we'll continue with our strategy. There are a couple of things that our, you know, we are focusing on our efforts on. Mobile continues to be a very important strategy for us. Penetration into the second-tier and third-tier cities is also very important for us. And the third one is the outbound business will be high-margin, high-growth area for us. So we will continuously put our dollar into the areas that generate the best return for our shareholders.",4.0,2.0,1.0
36,8,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Mike Olson , Piper Jaffray,"Hey, good morning. You mentioned the mid to long-term margin target, but can you say what you're expecting for Q1 margins? And then secondly, I might have missed this, but would you be able to tell us what Q1 revenue guidance would be for just the core Ctrip business that would be comparable on a year-over-year basis compared to Q1 of last year? Thanks.",Cindy Wang, CFO,"Sure, Mike. On the operating margin side, in the first quarter of last year, Ctrip together with Qunar had a non-GAAP operating loss at about negative RMB350 million. And this year, with the rational pricing competition scaled back, improved the operational efficiency as well as our very disciplined expenses increase. We expect Ctrip and Qunar's total non-GAAP operating loss will be significantly reduced to a range of negative RMB100 million to zero, or the breakeven level if we perform extremely well. And on the revenue part, because Ctrip and our invested companies share some of the inventories, so it will be very difficult for us to provide a separate guidance for Ctrip alone.",5.0,1.0,1.0
37,9,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Mike Olson , Piper Jaffray,Okay. And then one other quick question. Could you provide us with an indication of what you expect the diluted share count to be in Q1?,Cindy Wang, CFO,"The diluted, basic diluted share count by now is roughly about 57 million, ordinary share.",5.0,2.0,1.0
38,10,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Jin Yoon , Mizuho Securities,"Hi, good morning guys. You guys mentioned that there's some price rationality that's just come into the market. Can you just talk about how much of your net take rates or net commissions have improved in terms of basis points, 100, 200, 300 basis points, whatever that may be? And the second question is, what -- theoretically, given your interests are highly in line with those of Qunar and Yimong [ph], what prevents you guys from scaling back even quicklier -- even more quickly on rebates and couponing, especially on the higher-end hotels? Thanks guys.",Cindy Wang, CFO,"For the take rate, the synergy, the cooperation between Ctrip and invested companies do help us to improve our hotel commissions. For example, in the fourth quarter last year, the couponing that we gave to our end-users, the ratio between the coupon versus the hotel revenues is -- was 15%, versus the highest rate at about 21% in the fourth quarter of 2014. So we do see our coupon irrational pricing competition being scaled back, and we do believe the more rational couponing or irrational pricing competition is being scaled back.",6.0,1.0,1.0
39,11,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Jin Yoon , Mizuho Securities,"And what prevents you guys from scaling back even quicklier -- even more quickly on such couponing and rebates going forward, especially on the higher end?",Cindy Wang, CFO,"Yes. Our goal is to provide the best service quality to our high-end customers and not just use the pricing or very aggressive couponing or discounting to attract the high-end customers. While in the comparatively mid to lower end of the market segment, we will continue to offer very competitive pricing to continuously gaining our market share given our existing market share in the lower is comparatively smaller.",6.0,2.0,1.0
40,12,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Jin Yoon , Mizuho Securities,"And what prevents you guys from scaling back even quicklier -- even more quickly on such couponing and rebates going forward, especially on the higher end?",James Liang, Chairman and CEO,"Yes. So it's not a simple just reducing the coupons because you also have competitions with some other channels such as hotels direct channels. So you need to do a very methodical or, on the price, personalized or more -- the term is actually yield management, needs to do a better yield management based on big data. So actually it's ongoing process. I think it will improve. It will improve. But it should be improved, at the same time not sacrificing the growth rate.",6.0,2.0,2.0
41,13,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Amanda Chen , Morgan Stanley,"Hi. Good morning, management, and thank you for taking my question. I have maybe two here. First is regarding your cost of revenue which declined quite significantly Q-on-Q, so, can you give us some reason behind this decline in cost of revenue? Thank you.",Cindy Wang, CFO,"Yes. There's two reasons that we can have very reasonable cost of service versus the net revenue. The first is we have a very disciplined headcount increase in our call centers and we improved our call center efficiency very significantly over the past two years. And the second reason is because the couponing that we give to our end-users being scaled back, it helped us to improve our gross margin.",7.0,1.0,1.0
42,14,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Amanda Chen , Morgan Stanley,"Got it, thank you. And the second one is regarding your air ticket revenue. I'm not sure if you guys will provide such detailed breakdown, but can you share us how much revenue is from the commission paid by airlines and how much is from your cross-selling products? Thank you.",Cindy Wang, CFO,"Yeah. Because from -- you're talking about the Q4, right? So for Ctrip, we have both the agent and open platform model. Open platform accounts for roughly 60% of our total air ticket volume.",7.0,2.0,1.0
43,15,"Ctrip.com International, Ltd. (NASDAQ:CTRP)","March 16, 2016 9:00 p.m. ET",Amanda Chen , Morgan Stanley,"Right. But if we translate to the take rate, now we are around like 4% take rate of the air ticketing, if I remember correctly. So, within the 4%, how much is contributed by the airline commission fee and how much is from the cross-selling products?",Cindy Wang, CFO,"Our branded air take rate is still within the range of 4% to 5%. And for the agent model, we do receive some volume incentive from the airlines, and we also -- we also -- part of the take rate comes from the cross-selling that Ctrip -- where we sell the air tickets, we cross-sell, for example, the insurance, the hotel coupon, and to increase the user stickiness to Ctrip, to help us increase the air ticket revenue and at the same time to increase the stickiness of our user on Ctrip's platform.",7.0,3.0,1.0
